,Maa,Vuosi,Gold,Silver,Bronze,No_medal,#,,Nimi,Ikä,PP,O,M,S,P,RM,+/-,YVM,AVM,VM,M/O,S/O,P/O
1038,sweden,2012,0,0,0,1,5,,Daniel Alfredsson,39,H,8,1,6,7,2,0,0,0,1,0.125,0.750,0.875
1039,sweden,2012,0,0,0,1,6,,Marcus Krüger,21,H,8,3,2,5,6,3,0,0,2,0.375,0.250,0.625
1040,sweden,2012,0,0,0,1,7,,Gabriel Landeskog,19,H,8,1,4,5,6,3,0,0,0,0.125,0.500,0.625
1041,sweden,2012,0,0,0,1,8,,Viktor Stålberg,26,H,8,3,1,4,2,4,0,0,0,0.375,0.125,0.500
1042,sweden,2012,0,0,0,1,9,,Niklas Persson,33,H,8,2,1,3,2,-2,0,0,0,0.250,0.125,0.375
1043,sweden,2012,0,0,0,1,10,,Niklas Hjalmarsson,24,P,8,0,3,3,2,0,0,0,0,0.000,0.375,0.375
1044,sweden,2012,0,0,0,1,11,,Jakob Silfverberg,21,H,8,2,0,2,2,-1,2,0,0,0.250,0.000,0.250
1045,sweden,2012,0,0,0,1,12,,Staffan Kronwall,29,P,8,1,1,2,2,5,0,0,0,0.125,0.125,0.250
1046,sweden,2012,0,0,0,1,13,,Joel Lundqvist,30,H,3,1,1,2,2,1,0,0,0,0.333,0.333,0.667
1047,sweden,2012,0,0,0,1,14,,Johan Larsson,19,H,7,0,2,2,0,-2,0,0,0,0.000,0.286,0.286
1048,sweden,2012,0,0,0,1,15,,Niklas Kronwall,31,P,8,1,0,1,4,1,0,0,1,0.125,0.000,0.125
1049,sweden,2012,0,0,0,1,16,,Jonas Brodin,18,P,7,1,0,1,0,1,0,0,0,0.143,0.000,0.143
1050,sweden,2012,0,0,0,1,17,,Jonathan Ericsson,28,P,2,1,0,1,2,1,0,0,0,0.500,0.000,0.500
1051,sweden,2012,0,0,0,1,18,,Victor Hedman,21,P,8,0,1,1,14,-1,0,0,0,0.000,0.125,0.125
1052,sweden,2012,0,0,0,1,19,,Calle Järnkrok,20,H,8,0,1,1,0,0,0,0,0,0.000,0.125,0.125
1053,sweden,2012,0,0,0,1,20,,Nicklas Bäckström,24,H,2,0,1,1,0,-2,0,0,0,0.000,0.500,0.500
1054,sweden,2012,0,0,0,1,21,,Viktor Fasth,29,M,6,0,0,0,0,,0,0,0,0.000,0.000,0.000
1055,sweden,2012,0,0,0,1,22,,Patric Hörnqvist,25,H,3,0,0,0,4,0,0,0,0,0.000,0.000,0.000
1056,sweden,2012,0,0,0,1,23,,Jhonas Enroth,23,M,2,0,0,0,0,,0,0,0,0.000,0.000,0.000
1057,sweden,2012,0,0,0,1,24,,Fredrik Pettersson,24,H,1,0,0,0,0,0,0,0,0,0.000,0.000,0.000
1058,sweden,2011,0,1,0,0,1,,Patrik Berglund,22,H,9,8,2,10,8,7,2,0,0,0.889,0.222,1.111
1059,sweden,2011,0,1,0,0,2,,Magnus Pääjärvi,20,H,9,2,5,7,2,6,1,0,0,0.222,0.556,0.778
1060,sweden,2011,0,1,0,0,3,,Robert Nilsson,26,H,9,1,6,7,0,5,0,0,1,0.111,0.667,0.778
1061,sweden,2011,0,1,0,0,4,,David Petrasek,35,P,9,2,4,6,10,7,2,0,0,0.222,0.444,0.667
1062,sweden,2011,0,1,0,0,5,,Martin Thörnberg,27,H,9,2,4,6,4,5,0,0,0,0.222,0.444,0.667
1063,sweden,2011,0,1,0,0,6,,Mikael Backlund,22,H,9,3,2,5,2,4,0,0,1,0.333,0.222,0.556
1064,sweden,2011,0,1,0,0,7,,Loui Eriksson,25,H,9,3,1,4,2,4,1,0,0,0.333,0.111,0.444
1065,sweden,2011,0,1,0,0,8,,Staffan Kronwall,28,P,9,1,3,4,4,3,0,0,0,0.111,0.333,0.444
1066,sweden,2011,0,1,0,0,9,,Mattias Sjögren,23,H,9,1,3,4,2,-2,0,0,1,0.111,0.333,0.444
1067,sweden,2011,0,1,0,0,10,,Oliver Ekman-Larsson,19,P,7,1,3,4,2,5,1,0,0,0.143,0.429,0.571
1068,sweden,2011,0,1,0,0,11,,Niklas Persson,32,H,8,3,0,3,8,2,0,0,2,0.375,0.000,0.375
1069,sweden,2011,0,1,0,0,12,,Marcus Krüger,20,H,9,2,1,3,10,1,0,0,0,0.222,0.111,0.333
1070,sweden,2011,0,1,0,0,13,,Jimmie Eriksson,31,H,8,2,1,3,2,1,0,0,1,0.250,0.125,0.375
1071,sweden,2011,0,1,0,0,14,,Mattias Tedenby,21,H,9,1,2,3,8,0,1,0,0,0.111,0.222,0.333
1072,sweden,2011,0,1,0,0,15,,Carl Gunnarsson,24,P,9,0,2,2,2,5,0,0,0,0.000,0.222,0.222
1073,sweden,2011,0,1,0,0,16,,Daniel Fernholm,27,P,9,0,1,1,4,1,0,0,0,0.000,0.111,0.111
1074,sweden,2011,0,1,0,0,17,,Tim Erixon,20,P,9,0,1,1,2,2,0,0,0,0.000,0.111,0.111
1075,sweden,2011,0,1,0,0,18,,Jakob Silfverberg,20,H,9,0,1,1,2,1,0,0,0,0.000,0.111,0.111
1076,sweden,2011,0,1,0,0,19,,Viktor Fasth,28,M,7,0,1,1,0,,0,0,0,0.000,0.143,0.143
1077,sweden,2011,0,1,0,0,20,,David Rundblad,20,P,4,0,1,1,2,-1,0,0,0,0.000,0.250,0.250
1078,sweden,2011,0,1,0,0,21,,Rickard Wallin,31,H,9,0,0,0,4,-1,0,0,0,0.000,0.000,0.000
1079,sweden,2011,0,1,0,0,22,,Niklas Grossman,26,P,2,0,0,0,4,0,0,0,0,0.000,0.000,0.000
1080,sweden,2011,0,1,0,0,23,,Erik Ersberg,29,M,2,0,0,0,0,,0,0,0,0.000,0.000,0.000
1081,sweden,2011,0,1,0,0,24,,Andreas Jämtin,27,H,1,0,0,0,0,0,0,0,0,0.000,0.000,0.000
1082,sweden,2010,0,0,1,0,1,,Magnus Pääjärvi,19,H,9,5,4,9,2,8,0,0,1,0.556,0.444,1.000
1083,sweden,2010,0,0,1,0,2,,Jonas Andersson,29,H,9,6,0,6,6,4,0,0,2,0.667,0.000,0.667
1084,sweden,2010,0,0,1,0,3,,Tony Mårtensson,29,H,9,2,4,6,6,3,0,0,0,0.222,0.444,0.667
1085,sweden,2010,0,0,1,0,4,,Rickard Wallin,30,H,9,1,5,6,0,7,0,1,1,0.111,0.556,0.667
1086,sweden,2010,0,0,1,0,5,,Johan Harju,23,H,9,4,1,5,4,-1,1,0,1,0.444,0.111,0.556
1087,sweden,2010,0,0,1,0,6,,Erik Karlsson,19,P,9,1,3,4,2,2,1,0,0,0.111,0.333,0.444
1088,sweden,2010,0,0,1,0,7,,Linus Omark,23,H,9,1,3,4,8,0,1,0,0,0.111,0.333,0.444
1089,sweden,2010,0,0,1,0,8,,Andreas Engqvist,22,H,9,1,3,4,6,1,0,0,0,0.111,0.333,0.444
1090,sweden,2010,0,0,1,0,9,,Magnus Johansson,36,P,9,0,4,4,6,6,0,0,0,0.000,0.444,0.444
1091,sweden,2010,0,0,1,0,10,,Niklas Persson,31,H,9,0,4,4,0,4,0,0,0,0.000,0.444,0.444
1092,sweden,2010,0,0,1,0,11,,Mattias Weinhandl,29,H,2,3,0,3,0,3,1,0,1,1.500,0.000,1.500
1093,sweden,2010,0,0,1,0,12,,Oliver Ekman-Larsson,18,P,9,1,2,3,2,3,0,0,0,0.111,0.222,0.333
1094,sweden,2010,0,0,1,0,13,,Michael Nylander,37,H,8,1,2,3,4,2,0,0,1,0.125,0.250,0.375
1095,sweden,2010,0,0,1,0,14,,Christian Bäckman,30,P,9,0,3,3,10,4,0,0,0,0.000,0.333,0.333
1096,sweden,2010,0,0,1,0,15,,Jonathan Ericsson,26,P,7,0,3,3,2,4,0,0,0,0.000,0.429,0.429
1097,sweden,2010,0,0,1,0,16,,Marcus Nilson,32,H,9,1,1,2,2,3,1,0,0,0.111,0.111,0.222
1098,sweden,2010,0,0,1,0,17,,Victor Hedman,19,P,9,1,1,2,6,5,0,0,0,0.111,0.111,0.222
1099,sweden,2010,0,0,1,0,18,,Carl Gunnarsson,23,P,9,1,1,2,2,2,0,0,0,0.111,0.111,0.222
1100,sweden,2010,0,0,1,0,19,,Fredrik Pettersson,22,H,7,1,1,2,4,2,0,0,0,0.143,0.143,0.286
1101,sweden,2010,0,0,1,0,20,,Mikael Backlund,21,H,6,0,1,1,2,3,0,0,0,0.000,0.167,0.167
1102,sweden,2010,0,0,1,0,21,,Jonas Gustavsson,25,M,6,0,0,0,0,,0,0,0,0.000,0.000,0.000
1103,sweden,2010,0,0,1,0,22,,Sanny Lindström,30,P,5,0,0,0,0,0,0,0,0,0.000,0.000,0.000
1104,sweden,2010,0,0,1,0,23,,Jacob Markström,20,M,3,0,0,0,0,,0,0,0,0.000,0.000,0.000
1105,sweden,2010,0,0,1,0,24,,Jimmie Eriksson,30,H,3,0,0,0,4,-1,0,0,0,0.000,0.000,0.000
1106,sweden,2010,0,0,1,0,25,,Anders Lindbäck,22,M,1,0,0,0,0,,0,0,0,0.000,0.000,0.000
1107,sweden,2009,0,0,1,0,1,,Mattias Weinhandl,28,H,9,5,7,12,8,1,2,0,0,0.556,0.778,1.333
1108,sweden,2009,0,0,1,0,2,,Linus Omark,22,H,9,2,8,10,14,5,0,0,0,0.222,0.889,1.111
1109,sweden,2009,0,0,1,0,3,,Tony Mårtensson,28,H,9,1,9,10,8,1,1,0,0,0.111,1.000,1.111
1110,sweden,2009,0,0,1,0,4,,Magnus Johansson,35,P,9,3,5,8,6,2,1,0,1,0.333,0.556,0.889
1111,sweden,2009,0,0,1,0,5,,Kristian Huselius,30,H,8,4,3,7,6,3,0,0,1,0.500,0.375,0.875
1112,sweden,2009,0,0,1,0,6,,Loui Eriksson,23,H,9,3,4,7,0,3,1,0,0,0.333,0.444,0.778
1113,sweden,2009,0,0,1,0,7,,Kenny Jönsson,34,P,9,3,4,7,2,13,1,0,0,0.333,0.444,0.778
1114,sweden,2009,0,0,1,0,8,,Marcus Nilson,31,H,9,3,3,6,6,2,0,0,0,0.333,0.333,0.667
1115,sweden,2009,0,0,1,0,9,,Niklas Persson,30,H,9,2,4,6,4,5,0,1,0,0.222,0.444,0.667
1116,sweden,2009,0,0,1,0,10,,Anton Strålman,22,P,7,1,4,5,6,7,0,0,0,0.143,0.571,0.714
1117,sweden,2009,0,0,1,0,11,,Johnny Oduya,27,P,5,3,1,4,2,2,1,0,0,0.600,0.200,0.800
1118,sweden,2009,0,0,1,0,12,,Johan Harju,22,H,9,2,2,4,4,4,1,0,1,0.222,0.222,0.444
1119,sweden,2009,0,0,1,0,13,,Dick Tärnström,34,P,8,2,1,3,16,3,2,0,1,0.250,0.125,0.375
1120,sweden,2009,0,0,1,0,14,,Martin Thörnberg,25,H,9,0,3,3,2,4,0,0,0,0.000,0.333,0.333
1121,sweden,2009,0,0,1,0,15,,Carl Gunnarsson,22,P,6,2,0,2,4,-6,2,0,2,0.333,0.000,0.333
1122,sweden,2009,0,0,1,0,16,,Johan Andersson,24,H,9,1,1,2,6,3,0,0,0,0.111,0.111,0.222
1123,sweden,2009,0,0,1,0,17,,Rickard Wallin,29,H,9,1,0,1,8,2,0,0,0,0.111,0.000,0.111
1124,sweden,2009,0,0,1,0,18,,Niklas Grossman,24,P,9,0,1,1,4,0,0,0,0,0.000,0.111,0.111
1125,sweden,2009,0,0,1,0,19,,Johan Åkerman,36,P,9,0,1,1,6,1,0,0,0,0.000,0.111,0.111
1126,sweden,2009,0,0,1,0,20,,Patrik Berglund,20,H,7,0,1,1,0,2,0,0,0,0.000,0.143,0.143
1127,sweden,2009,0,0,1,0,21,,Jonas Gustavsson,24,M,5,0,0,0,0,,0,0,0,0.000,0.000,0.000
1128,sweden,2009,0,0,1,0,22,,Stefan Liv,28,M,3,0,0,0,2,,0,0,0,0.000,0.000,0.000
1129,sweden,2009,0,0,1,0,23,,Johan Holmqvist,30,M,2,0,0,0,0,,0,0,0,0.000,0.000,0.000
1130,sweden,2009,0,0,1,0,24,,Tobias Enström,24,P,2,0,0,0,0,2,0,0,0,0.000,0.000,0.000
1131,sweden,2009,0,0,1,0,25,,Joel Lundqvist,27,H,1,0,0,0,0,0,0,0,0,0.000,0.000,0.000
1132,sweden,2008,0,0,0,1,1,,Mattias Weinhandl,27,H,9,5,8,13,2,9,0,0,1,0.556,0.889,1.444
1133,sweden,2008,0,0,0,1,2,,Tony Mårtensson,27,H,9,4,5,9,4,6,1,0,1,0.444,0.556,1.000
1134,sweden,2008,0,0,0,1,3,,Anton Strålman,21,P,8,4,3,7,31,6,1,0,0,0.500,0.375,0.875
1135,sweden,2008,0,0,0,1,4,,Nicklas Bäckström,20,H,9,3,4,7,4,1,0,0,0,0.333,0.444,0.778
1136,sweden,2008,0,0,0,1,5,,Fredrik Warg,28,H,9,2,5,7,0,1,0,0,0,0.222,0.556,0.778
1137,sweden,2008,0,0,0,1,6,,Patric Hörnqvist,21,H,9,6,0,6,12,3,3,1,1,0.667,0.000,0.667
1138,sweden,2008,0,0,0,1,7,,Marcus Nilson,30,H,9,4,2,6,2,1,0,0,1,0.444,0.222,0.667
1139,sweden,2008,0,0,0,1,8,,Robert Nilsson,23,H,9,2,4,6,6,4,0,0,0,0.222,0.444,0.667
1140,sweden,2008,0,0,0,1,9,,Kenny Jönsson,33,P,5,2,4,6,2,3,1,0,0,0.400,0.800,1.200
1141,sweden,2008,0,0,0,1,10,,Nils Ekman,32,H,9,0,6,6,4,0,0,0,0,0.000,0.667,0.667
1142,sweden,2008,0,0,0,1,11,,Rickard Wallin,28,H,9,2,3,5,4,6,0,0,1,0.222,0.333,0.556
1143,sweden,2008,0,0,0,1,12,,Per Ledin,29,H,7,0,5,5,4,6,0,0,0,0.000,0.714,0.714
1144,sweden,2008,0,0,0,1,13,,Niclas Wallin,33,P,7,2,2,4,33,1,0,0,0,0.286,0.286,0.571
1145,sweden,2008,0,0,0,1,14,,Karl Fabricius,25,H,9,1,3,4,6,-2,0,0,0,0.111,0.333,0.444
1146,sweden,2008,0,0,0,1,15,,Magnus Johansson,34,P,9,1,2,3,8,1,0,0,0,0.111,0.222,0.333
1147,sweden,2008,0,0,0,1,16,,Alexander Edler,22,P,8,1,2,3,12,2,1,0,0,0.125,0.250,0.375
1148,sweden,2008,0,0,0,1,17,,Jonas Frögren,27,P,9,0,3,3,8,7,0,0,0,0.000,0.333,0.333
1149,sweden,2008,0,0,0,1,18,,Daniel Fernholm,24,P,8,0,3,3,4,2,0,0,0,0.000,0.375,0.375
1150,sweden,2008,0,0,0,1,19,,Johan Andersson,23,H,9,0,1,1,2,-1,0,0,0,0.000,0.111,0.111
1151,sweden,2008,0,0,0,1,20,,Mikael Holmqvist,28,H,7,0,0,0,6,0,0,0,0,0.000,0.000,0.000
1152,sweden,2008,0,0,0,1,21,,Henrik Lundqvist,26,M,5,0,0,0,10,,0,0,0,0.000,0.000,0.000
1153,sweden,2008,0,0,0,1,22,,Doug Murray,28,P,5,0,0,0,27,0,0,0,0,0.000,0.000,0.000
1154,sweden,2008,0,0,0,1,23,,Stefan Liv,27,M,3,0,0,0,0,,0,0,0,0.000,0.000,0.000
1155,sweden,2008,0,0,0,1,24,,Daniel Widing,26,H,3,0,0,0,0,0,0,0,0,0.000,0.000,0.000
1156,sweden,2008,0,0,0,1,25,,Mikael Tellqvist,28,M,2,0,0,0,0,,0,0,0,0.000,0.000,0.000
1157,sweden,2007,0,0,0,1,1,,Johan Davidsson,31,H,9,7,7,14,2,3,2,1,1,0.778,0.778,1.556
1158,sweden,2007,0,0,0,1,2,,Tony Mårtensson,26,H,9,4,7,11,8,8,0,0,1,0.444,0.778,1.222
1159,sweden,2007,0,0,0,1,3,,Dick Tärnström,32,P,9,1,8,9,14,4,0,0,0,0.111,0.889,1.000
1160,sweden,2007,0,0,0,1,4,,Jörgen Jönsson,34,H,9,0,8,8,6,7,0,0,0,0.000,0.889,0.889
1161,sweden,2007,0,0,0,1,5,,Johan Åkerman,34,P,9,3,3,6,4,4,1,0,1,0.333,0.333,0.667
1162,sweden,2007,0,0,0,1,6,,Patric Hörnqvist,20,H,9,2,4,6,6,2,1,0,0,0.222,0.444,0.667
1163,sweden,2007,0,0,0,1,7,,Fredrik Bremberg,33,H,8,2,4,6,8,1,1,0,0,0.250,0.500,0.750
1164,sweden,2007,0,0,0,1,8,,Nicklas Bäckström,19,H,9,1,5,6,4,2,0,0,0,0.111,0.556,0.667
1165,sweden,2007,0,0,0,1,9,,Jonathan Hedström,29,H,8,3,2,5,18,5,1,0,0,0.375,0.250,0.625
1166,sweden,2007,0,0,0,1,10,,Fredrik Warg,27,H,7,2,3,5,4,0,0,0,0,0.286,0.429,0.714
1167,sweden,2007,0,0,0,1,11,,Per Hållberg,29,P,9,1,4,5,8,0,1,0,0,0.111,0.444,0.556
1168,sweden,2007,0,0,0,1,12,,Alexander Steen,23,H,9,2,2,4,6,1,1,0,0,0.222,0.222,0.444
1169,sweden,2007,0,0,0,1,13,,Magnus Johansson,33,P,8,3,0,3,2,3,1,0,0,0.375,0.000,0.375
1170,sweden,2007,0,0,0,1,14,,Martin Thörnberg,23,H,7,2,1,3,6,3,1,0,1,0.286,0.143,0.429
1171,sweden,2007,0,0,0,1,15,,Fredrik Emvall,30,H,9,1,2,3,2,1,1,0,1,0.111,0.222,0.333
1172,sweden,2007,0,0,0,1,16,,Rickard Wallin,27,H,9,2,0,2,6,3,2,0,1,0.222,0.000,0.222
1173,sweden,2007,0,0,0,1,17,,Anton Strålman,20,P,9,1,1,2,0,3,1,0,0,0.111,0.111,0.222
1174,sweden,2007,0,0,0,1,18,,Tobias Enström,22,P,9,0,2,2,10,0,0,0,0,0.000,0.222,0.222
1175,sweden,2007,0,0,0,1,19,,Kenny Jönsson,32,P,7,1,0,1,4,5,1,0,0,0.143,0.000,0.143
1176,sweden,2007,0,0,0,1,20,,Johan Backlund,25,M,6,0,0,0,2,,0,0,0,0.000,0.000,0.000
1177,sweden,2007,0,0,0,1,21,,Mathias Månsson,25,H,4,0,0,0,2,-2,0,0,0,0.000,0.000,0.000
1178,sweden,2007,0,0,0,1,22,,Jan Sandström,29,P,3,0,0,0,2,-1,0,0,0,0.000,0.000,0.000
1179,sweden,2007,0,0,0,1,23,,Magnus Kahnberg,27,H,2,0,0,0,2,0,0,0,0,0.000,0.000,0.000
1180,sweden,2007,0,0,0,1,24,,Daniel Henriksson,28,M,2,0,0,0,0,,0,0,0,0.000,0.000,0.000
1181,sweden,2007,0,0,0,1,25,,Erik Ersberg,25,M,1,0,0,0,0,,0,0,0,0.000,0.000,0.000
1182,sweden,2006,1,0,0,0,1,,Niklas Kronwall,25,P,8,2,8,10,10,3,0,0,0,0.250,1.000,1.250
1183,sweden,2006,1,0,0,0,2,,Andreas Karlsson,30,H,9,5,4,9,6,0,4,0,2,0.556,0.444,1.000
1184,sweden,2006,1,0,0,0,3,,Mikael Samuelsson,29,H,8,4,5,9,4,7,2,0,0,0.500,0.625,1.125
1185,sweden,2006,1,0,0,0,4,,Michael Nylander,33,H,6,1,8,9,4,5,1,0,0,0.167,1.333,1.500
1186,sweden,2006,1,0,0,0,5,,Kenny Jönsson,31,P,9,3,3,6,6,3,2,0,0,0.333,0.333,0.667
1187,sweden,2006,1,0,0,0,6,,Mika Hannula,27,H,8,4,1,5,35,3,1,0,1,0.500,0.125,0.625
1188,sweden,2006,1,0,0,0,7,,Fredrik Emvall,29,H,9,3,2,5,4,0,2,0,0,0.333,0.222,0.556
1189,sweden,2006,1,0,0,0,8,,Magnus Johansson,32,P,9,2,3,5,2,4,0,0,0,0.222,0.333,0.556
1190,sweden,2006,1,0,0,0,9,,Jesper Mattsson,30,H,9,2,3,5,4,2,0,0,1,0.222,0.333,0.556
1191,sweden,2006,1,0,0,0,10,,Henrik Zetterberg,25,H,8,2,3,5,6,4,0,0,0,0.250,0.375,0.625
1192,sweden,2006,1,0,0,0,11,,Jörgen Jönsson,33,H,6,3,1,4,0,4,2,0,0,0.500,0.167,0.667
1193,sweden,2006,1,0,0,0,12,,Jonas Nordqvist,24,H,9,2,2,4,6,3,0,0,2,0.222,0.222,0.444
1194,sweden,2006,1,0,0,0,13,,Per Hållberg,28,P,9,1,2,3,16,5,0,0,0,0.111,0.222,0.333
1195,sweden,2006,1,0,0,0,14,,Ronnie Sundin,35,P,9,0,3,3,12,5,0,0,0,0.000,0.333,0.333
1196,sweden,2006,1,0,0,0,15,,Mattias Timander,32,P,9,0,3,3,6,4,0,0,0,0.000,0.333,0.333
1197,sweden,2006,1,0,0,0,16,,Johan Franzén,26,H,8,0,3,3,12,5,0,0,0,0.000,0.375,0.375
1198,sweden,2006,1,0,0,0,17,,Tony Mårtensson,25,H,9,1,1,2,4,-1,0,0,0,0.111,0.111,0.222
1199,sweden,2006,1,0,0,0,18,,Björn Melin,24,H,6,0,2,2,0,-3,0,0,0,0.000,0.333,0.333
1200,sweden,2006,1,0,0,0,19,,Joel Lundqvist,24,H,8,1,0,1,4,1,1,0,0,0.125,0.000,0.125
1201,sweden,2006,1,0,0,0,20,,Andreas Holmqvist,24,P,9,0,1,1,0,0,0,0,0,0.000,0.111,0.111
1202,sweden,2006,1,0,0,0,21,,Johan Holmqvist,27,M,7,0,0,0,0,,0,0,0,0.000,0.000,0.000
1203,sweden,2006,1,0,0,0,22,,Mathias Johansson,32,H,4,0,0,0,4,-1,0,0,0,0.000,0.000,0.000
1204,sweden,2006,1,0,0,0,23,,Nicklas Bäckström,18,H,4,0,0,0,0,0,0,0,0,0.000,0.000,0.000
1205,sweden,2006,1,0,0,0,24,,Stefan Liv,25,M,1,0,0,0,0,,0,0,0,0.000,0.000,0.000
1206,sweden,2006,1,0,0,0,25,,Daniel Henriksson,27,M,1,0,0,0,0,,0,0,0,0.000,0.000,0.000
1207,sweden,2005,0,0,0,1,1,,Daniel Sedin,24,H,9,5,4,9,2,4,1,0,2,0.556,0.444,1.000
1208,sweden,2005,0,0,0,1,2,,Daniel Alfredsson,32,H,9,3,6,9,6,6,0,0,2,0.333,0.667,1.000
1209,sweden,2005,0,0,0,1,3,,Jonathan Hedström,27,H,9,3,4,7,10,0,1,0,0,0.333,0.444,0.778
1210,sweden,2005,0,0,0,1,4,,Samuel Påhlsson,27,H,9,2,5,7,28,3,0,0,0,0.222,0.556,0.778
1211,sweden,2005,0,0,0,1,5,,Mattias Norström,33,P,9,0,7,7,2,4,0,0,0,0.000,0.778,0.778
1212,sweden,2005,0,0,0,1,6,,Niklas Kronwall,24,P,9,3,3,6,10,7,0,0,0,0.333,0.333,0.667
1213,sweden,2005,0,0,0,1,7,,Jonas Höglund,32,H,9,2,4,6,4,5,1,0,0,0.222,0.444,0.667
1214,sweden,2005,0,0,0,1,8,,Henrik Sedin,24,H,9,2,4,6,2,3,0,0,0,0.222,0.444,0.667
1215,sweden,2005,0,0,0,1,9,,Henrik Zetterberg,24,H,9,2,4,6,4,1,0,0,0,0.222,0.444,0.667
1216,sweden,2005,0,0,0,1,10,,Jörgen Jönsson,32,H,9,2,3,5,2,4,0,0,0,0.222,0.333,0.556
1217,sweden,2005,0,0,0,1,11,,Mikael Samuelsson,28,H,9,1,4,5,4,5,0,0,0,0.111,0.444,0.556
1218,sweden,2005,0,0,0,1,12,,Magnus Johansson,31,P,9,1,4,5,2,5,1,0,0,0.111,0.444,0.556
1219,sweden,2005,0,0,0,1,13,,Peter Nordström,30,H,8,1,4,5,2,3,0,0,0,0.125,0.500,0.625
1220,sweden,2005,0,0,0,1,14,,Ronnie Sundin,34,P,9,2,2,4,6,1,1,0,1,0.222,0.222,0.444
1221,sweden,2005,0,0,0,1,15,,Kenny Jönsson,30,P,6,2,2,4,0,3,1,0,1,0.333,0.333,0.667
1222,sweden,2005,0,0,0,1,16,,Thomas Rhodin,34,P,8,1,2,3,4,-3,1,0,0,0.125,0.250,0.375
1223,sweden,2005,0,0,0,1,17,,Magnus Kahnberg,25,H,7,2,0,2,4,-3,0,0,0,0.286,0.000,0.286
1224,sweden,2005,0,0,0,1,18,,Christian Bäckman,25,P,9,1,1,2,6,0,1,0,0,0.111,0.111,0.222
1225,sweden,2005,0,0,0,1,19,,Per Johan Axelsson,30,H,7,1,0,1,2,4,0,0,0,0.143,0.000,0.143
1226,sweden,2005,0,0,0,1,20,,Johan Franzén,25,H,5,1,0,1,0,-3,0,0,0,0.200,0.000,0.200
1227,sweden,2005,0,0,0,1,21,,Mattias Weinhandl,24,H,8,0,1,1,0,-5,0,0,0,0.000,0.125,0.125
1228,sweden,2005,0,0,0,1,22,,Henrik Lundqvist,23,M,9,0,0,0,0,,0,0,0,0.000,0.000,0.000
1229,sweden,2005,0,0,0,1,23,,Sanny Lindström,25,P,3,0,0,0,0,-2,0,0,0,0.000,0.000,0.000
1230,sweden,2005,0,0,0,1,24,,Johan Holmqvist,26,M,1,0,0,0,0,,0,0,0,0.000,0.000,0.000
1231,sweden,2004,0,1,0,0,1,,Jonas Höglund,31,H,9,5,1,6,2,-2,4,0,1,0.556,0.111,0.667
1232,sweden,2004,0,1,0,0,2,,Dick Tärnström,29,P,9,4,2,6,6,7,1,0,0,0.444,0.222,0.667
1233,sweden,2004,0,1,0,0,3,,Daniel Alfredsson,31,H,8,4,2,6,8,5,1,2,1,0.500,0.250,0.750
1234,sweden,2004,0,1,0,0,4,,Michael Nylander,31,H,7,2,4,6,8,-1,0,0,0,0.286,0.571,0.857
1235,sweden,2004,0,1,0,0,5,,Per Johan Axelsson,29,H,7,2,3,5,8,1,1,1,1,0.286,0.429,0.714
1236,sweden,2004,0,1,0,0,6,,Andreas Salomonsson,30,H,9,3,1,4,12,4,0,0,1,0.333,0.111,0.444
1237,sweden,2004,0,1,0,0,7,,Jörgen Jönsson,31,H,9,1,3,4,2,4,0,0,1,0.111,0.333,0.444
1238,sweden,2004,0,1,0,0,8,,Samuel Påhlsson,26,H,9,1,3,4,8,-1,0,0,0,0.111,0.333,0.444
1239,sweden,2004,0,1,0,0,9,,Andreas Johansson,30,H,7,0,3,3,10,3,0,0,0,0.000,0.429,0.429
1240,sweden,2004,0,1,0,0,10,,Niklas Andersson,32,H,9,1,1,2,2,2,0,1,0,0.111,0.111,0.222
1241,sweden,2004,0,1,0,0,11,,Christian Bäckman,23,P,9,1,1,2,6,0,0,0,1,0.111,0.111,0.222
1242,sweden,2004,0,1,0,0,12,,Daniel Tjärnqvist,27,P,9,1,1,2,0,-1,1,0,0,0.111,0.111,0.222
1243,sweden,2004,0,1,0,0,13,,Jonathan Hedström,26,H,8,1,1,2,6,3,0,0,0,0.125,0.125,0.250
1244,sweden,2004,0,1,0,0,14,,Magnus Kahnberg,24,H,7,1,1,2,2,2,0,0,0,0.143,0.143,0.286
1245,sweden,2004,0,1,0,0,15,,Niclas Hävelid,31,P,9,0,2,2,0,10,0,0,0,0.000,0.222,0.222
1246,sweden,2004,0,1,0,0,16,,Peter Forsberg,30,H,2,0,1,1,2,0,0,0,0,0.000,0.500,0.500
1247,sweden,2004,0,1,0,0,17,,Nicklas Lidström,33,P,2,0,1,1,0,-3,0,0,0,0.000,0.500,0.500
1248,sweden,2004,0,1,0,0,18,,Fredrik Sjöström,20,H,9,0,0,0,6,-1,0,0,0,0.000,0.000,0.000
1249,sweden,2004,0,1,0,0,19,,Ronnie Sundin,33,P,9,0,0,0,2,2,0,0,0,0.000,0.000,0.000
1250,sweden,2004,0,1,0,0,20,,Mathias Tjärnqvist,25,H,9,0,0,0,4,0,0,0,0,0.000,0.000,0.000
1251,sweden,2004,0,1,0,0,21,,Per Hållberg,26,P,9,0,0,0,10,1,0,0,0,0.000,0.000,0.000
1252,sweden,2004,0,1,0,0,22,,Henrik Lundqvist,22,M,8,0,0,0,2,,0,0,0,0.000,0.000,0.000
