,Maa,Vuosi,Gold,Silver,Bronze,No_medal,#,,Nimi,Ikä,PP,O,M,S,P,RM,+/-,YVM,AVM,VM,M/O,S/O,P/O
618,finland,2012,0,0,0,1,14,,Mika Pyörälä,30,H,9,1,1,2,2,0,0,0,0,0.111,0.111,0.222
619,finland,2012,0,0,0,1,15,,Petri Kontiola,27,H,10,0,2,2,4,2,0,0,0,0.000,0.200,0.200
620,finland,2012,0,0,0,1,16,,Anssi Salmela,27,P,7,0,2,2,25,0,0,0,0,0.000,0.286,0.286
621,finland,2012,0,0,0,1,17,,Tuomas Kiiskinen,25,H,5,0,2,2,0,2,0,0,0,0.000,0.400,0.400
622,finland,2012,0,0,0,1,18,,Leo Komarov,25,H,10,1,0,1,4,-1,0,0,0,0.100,0.000,0.100
623,finland,2012,0,0,0,1,19,,Lasse Kukkonen,30,P,10,0,1,1,0,-2,0,0,0,0.000,0.100,0.100
624,finland,2012,0,0,0,1,20,,Ossi Väänänen,31,P,10,0,1,1,4,1,0,0,0,0.000,0.100,0.100
625,finland,2012,0,0,0,1,21,,Jani Tuppurainen,32,H,2,0,1,1,2,1,0,0,0,0.000,0.500,0.500
626,finland,2012,0,0,0,1,22,,Topi Jaakola,28,P,10,0,0,0,2,1,0,0,0,0.000,0.000,0.000
627,finland,2012,0,0,0,1,23,,Petri Vehanen,34,M,7,0,0,0,0,,0,0,0,0.000,0.000,0.000
628,finland,2012,0,0,0,1,24,,Kari Lehtonen,28,M,4,0,0,0,0,,0,0,0,0.000,0.000,0.000
629,finland,2011,1,0,0,0,1,,Jarkko Immonen,29,H,9,9,3,12,2,2,6,0,2,1.000,0.333,1.333
630,finland,2011,1,0,0,0,2,,Mikael Granlund,19,H,9,2,7,9,2,3,1,0,1,0.222,0.778,1.000
631,finland,2011,1,0,0,0,3,,Mikko Koivu,28,H,9,2,6,8,4,4,0,0,1,0.222,0.667,0.889
632,finland,2011,1,0,0,0,4,,Janne Pesonen,28,H,9,2,5,7,4,2,0,0,0,0.222,0.556,0.778
633,finland,2011,1,0,0,0,5,,Tuomo Ruutu,28,H,9,6,0,6,8,3,1,0,2,0.667,0.000,0.667
634,finland,2011,1,0,0,0,6,,Janne Niskala,29,P,9,1,3,4,4,6,0,0,0,0.111,0.333,0.444
635,finland,2011,1,0,0,0,7,,Niko Kapanen,33,H,9,2,1,3,2,3,1,0,0,0.222,0.111,0.333
636,finland,2011,1,0,0,0,8,,Antti Pihlström,26,H,9,2,1,3,0,2,0,0,0,0.222,0.111,0.333
637,finland,2011,1,0,0,0,9,,Jani Lajunen,20,H,4,2,1,3,2,2,0,0,0,0.500,0.250,0.750
638,finland,2011,1,0,0,0,10,,Anssi Salmela,26,P,9,1,2,3,4,5,0,0,0,0.111,0.222,0.333
639,finland,2011,1,0,0,0,11,,Mika Pyörälä,29,H,9,1,2,3,4,5,0,0,0,0.111,0.222,0.333
640,finland,2011,1,0,0,0,12,,Juhamatti Aaltonen,25,H,9,1,2,3,6,2,1,0,1,0.111,0.222,0.333
641,finland,2011,1,0,0,0,13,,Sami Lepistö,26,P,9,0,3,3,6,3,0,0,0,0.000,0.333,0.333
642,finland,2011,1,0,0,0,14,,Pasi Puistola,32,P,9,0,3,3,4,3,0,0,0,0.000,0.333,0.333
643,finland,2011,1,0,0,0,15,,Jyrki Välivaara,34,P,9,0,3,3,8,2,0,0,0,0.000,0.333,0.333
644,finland,2011,1,0,0,0,16,,Petteri Nokelainen,25,H,9,1,1,2,8,1,0,0,1,0.111,0.111,0.222
645,finland,2011,1,0,0,0,17,,Leo Komarov,24,H,8,0,2,2,2,2,0,0,0,0.000,0.250,0.250
646,finland,2011,1,0,0,0,18,,Topi Jaakola,27,P,9,0,1,1,6,1,0,0,0,0.000,0.111,0.111
647,finland,2011,1,0,0,0,19,,Lasse Kukkonen,29,P,9,0,0,0,0,1,0,0,0,0.000,0.000,0.000
648,finland,2011,1,0,0,0,20,,Ossi Väänänen,30,P,9,0,0,0,4,3,0,0,0,0.000,0.000,0.000
649,finland,2011,1,0,0,0,21,,Petri Vehanen,33,M,8,0,0,0,0,,0,0,0,0.000,0.000,0.000
650,finland,2011,1,0,0,0,22,,Janne Lahti,28,H,5,0,0,0,0,0,0,0,0,0.000,0.000,0.000
651,finland,2011,1,0,0,0,23,,Teemu Lassila,28,M,3,0,0,0,0,,0,0,0,0.000,0.000,0.000
652,finland,2010,0,0,0,1,1,,Petteri Nummelin,37,P,6,1,6,7,0,5,0,0,0,0.167,1.000,1.167
653,finland,2010,0,0,0,1,2,,Jarkko Immonen,28,H,7,3,1,4,4,1,2,0,2,0.429,0.143,0.571
654,finland,2010,0,0,0,1,3,,Petri Kontiola,25,H,7,3,0,3,2,3,0,0,0,0.429,0.000,0.429
655,finland,2010,0,0,0,1,4,,Jussi Jokinen,27,H,7,2,1,3,20,0,1,0,1,0.286,0.143,0.429
656,finland,2010,0,0,0,1,5,,Juhamatti Aaltonen,24,H,7,1,2,3,2,3,0,0,0,0.143,0.286,0.429
657,finland,2010,0,0,0,1,6,,Pasi Puistola,31,P,6,0,3,3,0,5,0,0,0,0.000,0.500,0.500
658,finland,2010,0,0,0,1,7,,Sami Kapanen,36,H,7,1,1,2,0,2,0,0,1,0.143,0.143,0.286
659,finland,2010,0,0,0,1,8,,Janne Niskala,28,P,7,0,2,2,4,-2,0,0,0,0.000,0.286,0.286
660,finland,2010,0,0,0,1,9,,Antti Miettinen,29,H,6,0,2,2,4,2,0,0,0,0.000,0.333,0.333
661,finland,2010,0,0,0,1,10,,Leo Komarov,23,H,7,1,0,1,0,-1,0,0,0,0.143,0.000,0.143
662,finland,2010,0,0,0,1,11,,Juha-Pekka Hytönen,28,H,7,1,0,1,2,-3,0,0,0,0.143,0.000,0.143
663,finland,2010,0,0,0,1,12,,Antti Pihlström,25,H,7,0,1,1,4,-5,0,0,0,0.000,0.143,0.143
664,finland,2010,0,0,0,1,13,,Mikko Mäenpää,27,P,7,0,1,1,2,-4,0,0,0,0.000,0.143,0.143
665,finland,2010,0,0,0,1,14,,Topi Jaakola,26,P,7,0,1,1,4,-1,0,0,0,0.000,0.143,0.143
666,finland,2010,0,0,0,1,15,,Riku Hahl,29,H,6,0,1,1,0,-2,0,0,0,0.000,0.167,0.167
667,finland,2010,0,0,0,1,16,,Pekka Rinne,27,M,4,0,1,1,0,,0,0,0,0.000,0.250,0.250
668,finland,2010,0,0,0,1,17,,Lauri Korpikoski,23,H,7,0,0,0,0,-2,0,0,0,0.000,0.000,0.000
669,finland,2010,0,0,0,1,18,,Sami Vatanen,18,P,7,0,0,0,6,-2,0,0,0,0.000,0.000,0.000
670,finland,2010,0,0,0,1,19,,Lasse Kukkonen,28,P,6,0,0,0,2,-2,0,0,0,0.000,0.000,0.000
671,finland,2010,0,0,0,1,20,,Tommi Santala,30,H,6,0,0,0,4,-3,0,0,0,0.000,0.000,0.000
672,finland,2010,0,0,0,1,21,,Jori Lehterä,22,H,5,0,0,0,0,0,0,0,0,0.000,0.000,0.000
673,finland,2010,0,0,0,1,22,,Oskar Osala,22,H,4,0,0,0,2,0,0,0,0,0.000,0.000,0.000
674,finland,2010,0,0,0,1,23,,Petri Vehanen,32,M,3,0,0,0,0,,0,0,0,0.000,0.000,0.000
675,finland,2010,0,0,0,1,24,,Juuso Hietanen,24,P,2,0,0,0,0,0,0,0,0,0.000,0.000,0.000
676,finland,2009,0,0,0,1,1,,Niko Kapanen,30,H,7,7,3,10,2,1,6,0,0,1.000,0.429,1.429
677,finland,2009,0,0,0,1,2,,Antti Miettinen,28,H,7,3,5,8,6,1,1,0,1,0.429,0.714,1.143
678,finland,2009,0,0,0,1,3,,Hannes Hyvönen,33,H,7,2,4,6,12,0,0,0,1,0.286,0.571,0.857
679,finland,2009,0,0,0,1,4,,Niklas Hagman,29,H,7,1,5,6,0,2,0,0,1,0.143,0.714,0.857
680,finland,2009,0,0,0,1,5,,Sami Kapanen,35,H,7,2,3,5,2,0,0,1,1,0.286,0.429,0.714
681,finland,2009,0,0,0,1,6,,Jarkko Immonen,27,H,7,1,4,5,2,2,1,0,0,0.143,0.571,0.714
682,finland,2009,0,0,0,1,7,,Tuomas Pihlman,26,H,6,2,1,3,4,1,1,0,1,0.333,0.167,0.500
683,finland,2009,0,0,0,1,8,,Ville Koistinen,26,P,4,1,2,3,4,0,1,0,0,0.250,0.500,0.750
684,finland,2009,0,0,0,1,9,,Janne Niskala,27,P,4,1,2,3,2,0,1,0,0,0.250,0.500,0.750
685,finland,2009,0,0,0,1,10,,Petteri Nummelin,36,P,5,0,3,3,0,2,0,0,0,0.000,0.600,0.600
686,finland,2009,0,0,0,1,11,,Mika Pyörälä,27,H,6,1,1,2,0,0,0,0,0,0.167,0.167,0.333
687,finland,2009,0,0,0,1,12,,Jarkko Ruutu,33,H,7,0,2,2,14,0,0,0,0,0.000,0.286,0.286
688,finland,2009,0,0,0,1,13,,Mikko Lehtonen,30,P,7,1,0,1,6,2,1,0,0,0.143,0.000,0.143
689,finland,2009,0,0,0,1,14,,Anssi Salmela,24,P,7,1,0,1,2,2,0,0,0,0.143,0.000,0.143
690,finland,2009,0,0,0,1,15,,Janne Niinimaa,33,P,6,0,1,1,16,0,0,0,0,0.000,0.167,0.167
691,finland,2009,0,0,0,1,16,,Leo Komarov,22,H,5,0,1,1,4,1,0,0,0,0.000,0.200,0.200
692,finland,2009,0,0,0,1,17,,Tommi Santala,29,H,7,0,0,0,4,0,0,0,0,0.000,0.000,0.000
693,finland,2009,0,0,0,1,18,,Juha-Pekka Hytönen,27,H,7,0,0,0,2,-1,0,0,0,0.000,0.000,0.000
694,finland,2009,0,0,0,1,19,,Topi Jaakola,25,P,7,0,0,0,4,0,0,0,0,0.000,0.000,0.000
695,finland,2009,0,0,0,1,20,,Lasse Kukkonen,27,P,6,0,0,0,4,1,0,0,0,0.000,0.000,0.000
696,finland,2009,0,0,0,1,21,,Pekka Rinne,26,M,6,0,0,0,2,,0,0,0,0.000,0.000,0.000
697,finland,2009,0,0,0,1,22,,Kalle Kerman,30,H,6,0,0,0,2,-1,0,0,0,0.000,0.000,0.000
698,finland,2009,0,0,0,1,23,,Ville Vahalahti,31,H,4,0,0,0,2,0,0,0,0,0.000,0.000,0.000
699,finland,2009,0,0,0,1,24,,Karri Rämö,22,M,1,0,0,0,0,,0,0,0,0.000,0.000,0.000
700,finland,2008,0,0,1,0,1,,Mikko Koivu,25,H,9,4,5,9,6,2,1,2,1,0.444,0.556,1.000
701,finland,2008,0,0,1,0,2,,Antti Pihlström,23,H,9,5,2,7,0,7,0,1,1,0.556,0.222,0.778
702,finland,2008,0,0,1,0,3,,Teemu Selänne,37,H,9,3,4,7,12,-4,1,0,1,0.333,0.444,0.778
703,finland,2008,0,0,1,0,4,,Niko Kapanen,30,H,9,2,5,7,0,3,0,0,1,0.222,0.556,0.778
704,finland,2008,0,0,1,0,5,,Tuomo Ruutu,25,H,9,4,2,6,8,2,1,0,1,0.444,0.222,0.667
705,finland,2008,0,0,1,0,6,,Olli Jokinen,29,H,8,1,4,5,29,2,1,0,1,0.125,0.500,0.625
706,finland,2008,0,0,1,0,7,,Janne Niskala,26,P,9,2,2,4,2,1,1,0,0,0.222,0.222,0.444
707,finland,2008,0,0,1,0,8,,Jussi Jokinen,25,H,9,1,3,4,4,1,1,0,0,0.111,0.333,0.444
708,finland,2008,0,0,1,0,9,,Ville Peltonen,34,H,9,1,3,4,2,-4,1,0,0,0.111,0.333,0.444
709,finland,2008,0,0,1,0,10,,Hannes Hyvönen,32,H,6,1,3,4,29,1,0,0,0,0.167,0.500,0.667
710,finland,2008,0,0,1,0,11,,Saku Koivu,33,H,6,0,3,3,4,-3,0,0,0,0.000,0.500,0.500
711,finland,2008,0,0,1,0,12,,Ville Koistinen,25,P,9,1,1,2,4,2,1,0,0,0.111,0.111,0.222
712,finland,2008,0,0,1,0,13,,Sami Lepistö,23,P,7,1,1,2,10,2,0,0,1,0.143,0.143,0.286
713,finland,2008,0,0,1,0,14,,Antti-Jussi Niemi,30,P,9,0,1,1,28,-1,0,0,0,0.000,0.111,0.111
714,finland,2008,0,0,1,0,15,,Ossi Väänänen,27,P,9,0,1,1,8,-2,0,0,0,0.000,0.111,0.111
715,finland,2008,0,0,1,0,16,,Niklas Bäckström,30,M,8,0,1,1,2,,0,0,0,0.000,0.125,0.125
716,finland,2008,0,0,1,0,17,,Riku Hahl,27,H,9,0,0,0,0,-2,0,0,0,0.000,0.000,0.000
717,finland,2008,0,0,1,0,18,,Mikko Jokela,28,P,9,0,0,0,6,2,0,0,0,0.000,0.000,0.000
718,finland,2008,0,0,1,0,19,,Mika Pyörälä,26,H,9,0,0,0,0,-3,0,0,0,0.000,0.000,0.000
719,finland,2008,0,0,1,0,20,,Mikko Luoma,31,P,8,0,0,0,6,-1,0,0,0,0.000,0.000,0.000
720,finland,2008,0,0,1,0,21,,Anssi Salmela,23,P,8,0,0,0,37,3,0,0,0,0.000,0.000,0.000
721,finland,2008,0,0,1,0,22,,Sean Bergenheim,24,H,4,0,0,0,2,-1,0,0,0,0.000,0.000,0.000
722,finland,2008,0,0,1,0,23,,Esa Pirnes,31,H,4,0,0,0,0,-3,0,0,0,0.000,0.000,0.000
723,finland,2008,0,0,1,0,24,,Petri Vehanen,30,M,1,0,0,0,0,,0,0,0,0.000,0.000,0.000
724,finland,2007,0,1,0,0,1,,Ville Peltonen,33,H,9,2,7,9,4,2,1,0,0,0.222,0.778,1.000
725,finland,2007,0,1,0,0,2,,Petteri Nummelin,34,P,7,3,5,8,4,3,3,0,1,0.429,0.714,1.143
726,finland,2007,0,1,0,0,3,,Petri Kontiola,22,H,9,2,5,7,2,2,0,1,0,0.222,0.556,0.778
727,finland,2007,0,1,0,0,4,,Niko Kapanen,28,H,9,0,7,7,6,2,0,0,0,0.000,0.778,0.778
728,finland,2007,0,1,0,0,5,,Tuomo Ruutu,24,H,8,3,3,6,20,1,2,0,1,0.375,0.375,0.750
729,finland,2007,0,1,0,0,6,,Jukka Hentunen,32,H,9,4,1,5,4,3,1,1,0,0.444,0.111,0.556
730,finland,2007,0,1,0,0,7,,Mikko Koivu,24,H,9,2,2,4,26,3,0,1,1,0.222,0.222,0.444
731,finland,2007,0,1,0,0,8,,Jere Lehtinen,33,H,7,2,2,4,0,-1,1,0,0,0.286,0.286,0.571
732,finland,2007,0,1,0,0,9,,Jari Viuhkola,27,H,8,3,0,3,0,1,1,0,1,0.375,0.000,0.375
733,finland,2007,0,1,0,0,10,,Pekka Saravo,27,P,9,2,1,3,8,0,0,0,1,0.222,0.111,0.333
734,finland,2007,0,1,0,0,11,,Sean Bergenheim,23,H,9,1,2,3,31,1,0,0,0,0.111,0.222,0.333
735,finland,2007,0,1,0,0,12,,Tomi Kallio,30,H,9,1,2,3,33,2,1,0,0,0.111,0.222,0.333
736,finland,2007,0,1,0,0,13,,Timo Pärssinen,30,H,9,2,0,2,2,1,2,0,0,0.222,0.000,0.222
737,finland,2007,0,1,0,0,14,,Antti Miettinen,26,H,8,1,1,2,6,0,0,0,0,0.125,0.125,0.250
738,finland,2007,0,1,0,0,15,,Tuukka Mäntylä,25,P,5,0,2,2,2,0,0,0,0,0.000,0.400,0.400
739,finland,2007,0,1,0,0,16,,Aki-Petteri Berg,29,P,9,1,0,1,18,1,0,0,0,0.111,0.000,0.111
740,finland,2007,0,1,0,0,17,,Lasse Kukkonen,25,P,9,0,1,1,4,6,0,0,0,0.000,0.111,0.111
741,finland,2007,0,1,0,0,18,,Jarkko Ruutu,31,H,9,0,1,1,29,0,0,0,0,0.000,0.111,0.111
742,finland,2007,0,1,0,0,19,,Toni Söderholm,29,P,9,0,1,1,4,3,0,0,0,0.000,0.111,0.111
743,finland,2007,0,1,0,0,20,,Mika Pyörälä,25,H,8,0,1,1,2,0,0,0,0,0.000,0.125,0.125
744,finland,2007,0,1,0,0,21,,Jukka Laamanen,30,P,4,0,1,1,4,-1,0,0,0,0.000,0.250,0.250
745,finland,2007,0,1,0,0,22,,Kari Lehtonen,23,M,6,0,0,0,0,,0,0,0,0.000,0.000,0.000
746,finland,2007,0,1,0,0,23,,Fredrik Norrena,33,M,3,0,0,0,0,,0,0,0,0.000,0.000,0.000
747,finland,2007,0,1,0,0,24,,Ville Koistinen,24,P,2,0,0,0,2,3,0,0,0,0.000,0.000,0.000
748,finland,2006,0,0,1,0,1,,Petteri Nummelin,33,P,9,3,11,14,2,-1,2,0,0,0.333,1.222,1.556
749,finland,2006,0,0,1,0,2,,Jussi Jokinen,23,H,9,2,6,8,2,2,2,0,0,0.222,0.667,0.889
750,finland,2006,0,0,1,0,3,,Tomi Kallio,29,H,9,4,2,6,2,3,3,1,2,0.444,0.222,0.667
751,finland,2006,0,0,1,0,4,,Riku Hahl,25,H,9,3,2,5,4,5,0,0,1,0.333,0.222,0.556
752,finland,2006,0,0,1,0,5,,Mikko Lehtonen,27,P,9,1,4,5,14,2,0,0,0,0.111,0.444,0.556
753,finland,2006,0,0,1,0,6,,Mikko Koivu,23,H,9,2,2,4,8,0,0,0,1,0.222,0.222,0.444
754,finland,2006,0,0,1,0,7,,Antti Miettinen,25,H,9,2,2,4,10,0,1,0,0,0.222,0.222,0.444
755,finland,2006,0,0,1,0,8,,Ville Peltonen,32,H,9,2,2,4,8,-1,1,0,0,0.222,0.222,0.444
756,finland,2006,0,0,1,0,9,,Jukka Hentunen,32,H,9,1,3,4,20,2,0,0,1,0.111,0.333,0.444
757,finland,2006,0,0,1,0,10,,Esa Pirnes,29,H,8,1,3,4,4,4,0,0,0,0.125,0.375,0.500
758,finland,2006,0,0,1,0,11,,Sean Bergenheim,22,H,9,2,1,3,4,6,0,0,0,0.222,0.111,0.333
759,finland,2006,0,0,1,0,12,,Olli Jokinen,27,H,5,2,1,3,27,-1,2,0,0,0.400,0.200,0.600
760,finland,2006,0,0,1,0,13,,Jarkko Ruutu,30,H,9,0,3,3,34,4,0,0,0,0.000,0.333,0.333
761,finland,2006,0,0,1,0,14,,Aki-Petteri Berg,28,P,9,2,0,2,6,4,2,0,0,0.222,0.000,0.222
762,finland,2006,0,0,1,0,15,,Lasse Kukkonen,24,P,9,2,0,2,8,4,1,0,0,0.222,0.000,0.222
763,finland,2006,0,0,1,0,16,,Jari Viuhkola,26,H,7,1,1,2,2,0,1,0,1,0.143,0.143,0.286
764,finland,2006,0,0,1,0,17,,Mikko Luoma,29,P,9,0,2,2,6,2,0,0,0,0.000,0.222,0.222
765,finland,2006,0,0,1,0,18,,Jani Rita,24,H,6,1,0,1,0,1,0,0,0,0.167,0.000,0.167
766,finland,2006,0,0,1,0,19,,Pekka Saravo,26,P,9,0,1,1,4,3,0,0,0,0.000,0.111,0.111
767,finland,2006,0,0,1,0,20,,Tuomo Ruutu,23,H,9,0,0,0,49,-1,0,0,0,0.000,0.000,0.000
768,finland,2006,0,0,1,0,21,,Tuukka Mäntylä,24,P,9,0,0,0,8,0,0,0,0,0.000,0.000,0.000
769,finland,2006,0,0,1,0,22,,Fredrik Norrena,32,M,6,0,0,0,0,,0,0,0,0.000,0.000,0.000
770,finland,2006,0,0,1,0,23,,Antero Niittymäki,25,M,4,0,0,0,2,,0,0,0,0.000,0.000,0.000
771,finland,2006,0,0,1,0,24,,Tommi Santala,26,H,1,0,0,0,2,0,0,0,0,0.000,0.000,0.000
772,finland,2005,0,0,0,1,1,,Olli Jokinen,26,H,7,1,4,5,2,-2,1,0,0,0.143,0.571,0.714
773,finland,2005,0,0,0,1,2,,Niko Kapanen,27,H,7,1,4,5,8,1,0,0,1,0.143,0.571,0.714
774,finland,2005,0,0,0,1,3,,Timo Pärssinen,28,H,7,1,4,5,0,3,1,0,0,0.143,0.571,0.714
775,finland,2005,0,0,0,1,4,,Jukka Hentunen,30,H,7,3,1,4,6,2,2,0,0,0.429,0.143,0.571
776,finland,2005,0,0,0,1,5,,Jere Karalahti,30,P,7,1,3,4,6,0,1,0,0,0.143,0.429,0.571
777,finland,2005,0,0,0,1,6,,Kimmo Timonen,30,P,6,2,1,3,6,-1,1,0,0,0.333,0.167,0.500
778,finland,2005,0,0,0,1,7,,Tomi Kallio,28,H,7,1,2,3,4,-3,0,0,0,0.143,0.286,0.429
779,finland,2005,0,0,0,1,8,,Ville Peltonen,31,H,6,1,2,3,4,-3,0,0,1,0.167,0.333,0.500
780,finland,2005,0,0,0,1,9,,Niklas Hagman,25,H,7,2,0,2,2,1,0,0,0,0.286,0.000,0.286
781,finland,2005,0,0,0,1,10,,Antti-Jussi Niemi,27,P,7,2,0,2,4,-1,1,0,0,0.286,0.000,0.286
782,finland,2005,0,0,0,1,11,,Petteri Nummelin,32,P,7,0,2,2,0,-1,0,0,0,0.000,0.286,0.286
783,finland,2005,0,0,0,1,12,,Jani Rita,23,H,7,0,2,2,6,2,0,0,0,0.000,0.286,0.286
784,finland,2005,0,0,0,1,13,,Jarkko Ruutu,29,H,7,1,0,1,4,-1,0,0,0,0.143,0.000,0.143
785,finland,2005,0,0,0,1,14,,Petri Pakaslahti,29,H,7,1,0,1,0,-3,0,0,0,0.143,0.000,0.143
786,finland,2005,0,0,0,1,15,,Jussi Jokinen,22,H,7,0,1,1,2,0,0,0,0,0.000,0.143,0.143
787,finland,2005,0,0,0,1,16,,Ossi Väänänen,24,P,7,0,1,1,8,0,0,0,0,0.000,0.143,0.143
788,finland,2005,0,0,0,1,17,,Niklas Bäckström,27,M,5,0,1,1,0,,0,0,0,0.000,0.200,0.200
789,finland,2005,0,0,0,1,18,,Mikko Eloranta,32,H,7,0,0,0,0,0,0,0,0,0.000,0.000,0.000
790,finland,2005,0,0,0,1,19,,Lasse Kukkonen,23,P,7,0,0,0,2,-1,0,0,0,0.000,0.000,0.000
791,finland,2005,0,0,0,1,20,,Riku Hahl,24,H,5,0,0,0,2,-1,0,0,0,0.000,0.000,0.000
792,finland,2005,0,0,0,1,21,,Pekka Saravo,25,P,5,0,0,0,0,1,0,0,0,0.000,0.000,0.000
793,finland,2005,0,0,0,1,22,,Toni Söderholm,27,P,3,0,0,0,0,-1,0,0,0,0.000,0.000,0.000
794,finland,2005,0,0,0,1,23,,Jari Viuhkola,25,H,3,0,0,0,0,0,0,0,0,0.000,0.000,0.000
795,finland,2005,0,0,0,1,24,,Fredrik Norrena,31,M,2,0,0,0,0,,0,0,0,0.000,0.000,0.000
796,finland,2004,0,0,0,1,1,,Ville Peltonen,30,H,7,4,6,10,2,6,1,0,0,0.571,0.857,1.429
797,finland,2004,0,0,0,1,2,,Olli Jokinen,25,H,7,5,3,8,6,6,1,0,2,0.714,0.429,1.143
798,finland,2004,0,0,0,1,3,,Tomi Kallio,27,H,7,2,5,7,0,8,0,0,0,0.286,0.714,1.000
799,finland,2004,0,0,0,1,4,,Jukka Hentunen,29,H,7,3,3,6,2,4,0,0,1,0.429,0.429,0.857
800,finland,2004,0,0,0,1,5,,Niko Kapanen,25,H,7,3,2,5,14,3,0,0,0,0.429,0.286,0.714
801,finland,2004,0,0,0,1,6,,Janne Niinimaa,28,P,7,0,5,5,2,2,0,0,0,0.000,0.714,0.714
802,finland,2004,0,0,0,1,7,,Petteri Nummelin,31,P,7,2,2,4,2,4,1,0,0,0.286,0.286,0.571
803,finland,2004,0,0,0,1,8,,Timo Pärssinen,27,H,7,1,3,4,0,3,0,0,0,0.143,0.429,0.571
804,finland,2004,0,0,0,1,9,,Lasse Pirjetä,30,H,7,3,0,3,2,1,2,0,1,0.429,0.000,0.429
805,finland,2004,0,0,0,1,10,,Antti Laaksonen,30,H,7,1,2,3,2,2,0,0,0,0.143,0.286,0.429
806,finland,2004,0,0,0,1,11,,Antti-Jussi Niemi,26,P,7,1,2,3,4,6,0,0,0,0.143,0.286,0.429
807,finland,2004,0,0,0,1,12,,Sami Salo,29,P,7,0,3,3,0,1,0,0,0,0.000,0.429,0.429
808,finland,2004,0,0,0,1,13,,Tuukka Mäntylä,22,P,7,0,2,2,0,2,0,0,0,0.000,0.286,0.286
809,finland,2004,0,0,0,1,14,,Kimmo Rintanen,30,H,7,1,0,1,2,-1,0,0,0,0.143,0.000,0.143
810,finland,2004,0,0,0,1,15,,Tony Virta,31,H,7,0,1,1,0,2,0,0,0,0.000,0.143,0.143
811,finland,2004,0,0,0,1,16,,Jere Karalahti,29,P,7,0,0,0,4,2,0,0,0,0.000,0.000,0.000
812,finland,2004,0,0,0,1,17,,Esa Pirnes,27,H,7,0,0,0,6,-3,0,0,0,0.000,0.000,0.000
813,finland,2004,0,0,0,1,18,,Toni Söderholm,26,P,7,0,0,0,6,4,0,0,0,0.000,0.000,0.000
814,finland,2004,0,0,0,1,19,,Jarkko Ruutu,28,H,6,0,0,0,20,-1,0,0,0,0.000,0.000,0.000
815,finland,2004,0,0,0,1,20,,Niklas Hagman,24,H,5,0,0,0,0,-1,0,0,0,0.000,0.000,0.000
816,finland,2004,0,0,0,1,21,,Mika Noronen,24,M,5,0,0,0,0,,0,0,0,0.000,0.000,0.000
817,finland,2004,0,0,0,1,22,,Jari Viuhkola,24,H,2,0,0,0,4,-1,0,0,0,0.000,0.000,0.000
818,finland,2004,0,0,0,1,23,,Jussi Markkanen,28,M,1,0,0,0,0,,0,0,0,0.000,0.000,0.000
819,finland,2004,0,0,0,1,24,,Fredrik Norrena,30,M,1,0,0,0,0,,0,0,0,0.000,0.000,0.000
820,finland,2003,0,0,0,1,1,,Teemu Selänne,32,H,7,8,3,11,2,3,5,0,0,1.143,0.429,1.571
821,finland,2003,0,0,0,1,2,,Saku Koivu,28,H,7,1,10,11,4,3,1,0,0,0.143,1.429,1.571
822,finland,2003,0,0,0,1,3,,Kimmo Rintanen,29,H,7,5,4,9,0,3,1,0,1,0.714,0.571,1.286
823,finland,2003,0,0,0,1,4,,Ville Peltonen,29,H,7,3,4,7,2,2,2,1,0,0.429,0.571,1.000
824,finland,2003,0,0,0,1,5,,Kimmo Timonen,28,P,7,2,5,7,2,1,1,0,0,0.286,0.714,1.000
825,finland,2003,0,0,0,1,6,,Tomi Kallio,26,H,7,3,3,6,2,4,1,0,0,0.429,0.429,0.857
826,finland,2003,0,0,0,1,7,,Esa Pirnes,26,H,6,2,3,5,4,1,1,0,0,0.333,0.500,0.833
827,finland,2003,0,0,0,1,8,,Petteri Nummelin,30,P,7,2,2,4,4,-1,1,0,0,0.286,0.286,0.571
828,finland,2003,0,0,0,1,9,,Aki-Petteri Berg,25,P,6,1,3,4,10,3,0,0,0,0.167,0.500,0.667
829,finland,2003,0,0,0,1,10,,Ossi Väänänen,22,P,7,0,4,4,8,4,0,0,0,0.000,0.571,0.571
830,finland,2003,0,0,0,1,11,,Niklas Hagman,23,H,7,2,1,3,14,-1,0,0,0,0.286,0.143,0.429
831,finland,2003,0,0,0,1,12,,Toni Lydman,25,P,7,2,1,3,6,6,0,0,1,0.286,0.143,0.429
832,finland,2003,0,0,0,1,13,,Olli Jokinen,24,H,7,1,2,3,8,5,0,0,0,0.143,0.286,0.429
833,finland,2003,0,0,0,1,14,,Janne Niinimaa,27,P,7,1,2,3,12,-1,1,0,1,0.143,0.286,0.429
834,finland,2003,0,0,0,1,15,,Mikko Eloranta,30,H,7,1,1,2,16,2,0,0,0,0.143,0.143,0.286
835,finland,2003,0,0,0,1,16,,Lasse Pirjetä,29,H,7,1,0,1,0,2,0,0,0,0.143,0.000,0.143
836,finland,2003,0,0,0,1,17,,Tommi Santala,23,H,7,0,1,1,6,1,0,0,0,0.000,0.143,0.143
837,finland,2003,0,0,0,1,18,,Antti Miettinen,22,H,6,0,1,1,0,-1,0,0,0,0.000,0.167,0.167
838,finland,2003,0,0,0,1,19,,Marko Kiprusoff,30,P,4,0,1,1,0,3,0,0,0,0.000,0.250,0.250
