,Maa,Vuosi,Gold,Silver,Bronze,No_medal,#,,Nimi,Ikä,PP,O,M,S,P,RM,+/-,YVM,AVM,VM,M/O,S/O,P/O
2297,usa,2001,0,0,0,1,2,,Darby Hendrickson,28,H,9,3,3,6,4,-3,1,0,1,0.333,0.333,0.667
2298,usa,2001,0,0,0,1,3,,David Legwand,20,H,9,2,4,6,4,2,0,0,1,0.222,0.444,0.667
2299,usa,2001,0,0,0,1,4,,Jim Campbell,28,H,9,2,2,4,12,-1,0,0,0,0.222,0.222,0.444
2300,usa,2001,0,0,0,1,5,,Bret Hedican,30,P,9,2,2,4,0,5,0,0,0,0.222,0.222,0.444
2301,usa,2001,0,0,0,1,6,,Doug Brown,36,H,8,1,3,4,4,1,1,0,0,0.125,0.375,0.500
2302,usa,2001,0,0,0,1,7,,David Tanabe,20,P,9,1,2,3,6,3,0,0,1,0.111,0.222,0.333
2303,usa,2001,0,0,0,1,8,,Brian Gionta,22,H,9,2,0,2,6,-1,0,0,0,0.222,0.000,0.222
2304,usa,2001,0,0,0,1,9,,Mike Knuble,28,H,9,2,0,2,2,-1,0,0,0,0.222,0.000,0.222
2305,usa,2001,0,0,0,1,10,,Mark Eaton,23,P,9,1,1,2,0,-4,0,0,1,0.111,0.111,0.222
2306,usa,2001,0,0,0,1,11,,Jeff Halpern,24,H,9,1,1,2,8,1,0,0,0,0.111,0.111,0.222
2307,usa,2001,0,0,0,1,12,,Landon Wilson,26,H,9,1,1,2,4,-1,0,0,0,0.111,0.111,0.222
2308,usa,2001,0,0,0,1,13,,Craig Darby,28,H,9,0,2,2,2,-1,0,0,0,0.000,0.222,0.222
2309,usa,2001,0,0,0,1,14,,Ryan Kraft,25,H,9,0,2,2,0,0,0,0,0,0.000,0.222,0.222
2310,usa,2001,0,0,0,1,15,,Derek Plante,30,H,9,0,2,2,2,-3,0,0,0,0.000,0.222,0.222
2311,usa,2001,0,0,0,1,16,,Eric Weinrich,34,P,9,0,2,2,8,1,0,0,0,0.000,0.222,0.222
2312,usa,2001,0,0,0,1,17,,Mark Parrish,24,H,4,1,0,1,2,1,0,0,0,0.250,0.000,0.250
2313,usa,2001,0,0,0,1,18,,Phil Housley,37,P,9,0,1,1,4,0,0,0,0,0.000,0.111,0.111
2314,usa,2001,0,0,0,1,19,,Hal Gill,26,P,9,0,0,0,4,1,0,0,0,0.000,0.000,0.000
2315,usa,2001,0,0,0,1,20,,Deron Quint,25,P,9,0,0,0,4,-10,0,0,0,0.000,0.000,0.000
2316,usa,2001,0,0,0,1,21,,Robert Esche,23,M,6,0,0,0,0,,0,0,0,0.000,0.000,0.000
2317,usa,2001,0,0,0,1,22,,Rick DiPietro,19,M,3,0,0,0,2,,0,0,0,0.000,0.000,0.000
2318,usa,2000,0,0,0,1,1,,Phil Housley,36,P,7,2,3,5,0,2,0,0,0,0.286,0.429,0.714
2319,usa,2000,0,0,0,1,2,,Mike Peluso,25,H,7,2,2,4,0,1,1,0,2,0.286,0.286,0.571
2320,usa,2000,0,0,0,1,3,,Brian Gionta,21,H,7,2,1,3,2,0,1,0,0,0.286,0.143,0.429
2321,usa,2000,0,0,0,1,4,,Steve Konowalchuk,27,H,7,2,1,3,2,0,1,0,0,0.286,0.143,0.429
2322,usa,2000,0,0,0,1,5,,Chris Tancill,32,H,7,1,2,3,2,3,0,0,0,0.143,0.286,0.429
2323,usa,2000,0,0,0,1,6,,Steve Heinze,30,H,7,0,3,3,8,1,0,0,0,0.000,0.429,0.429
2324,usa,2000,0,0,0,1,7,,Jason Blake,26,H,7,1,1,2,2,-2,1,0,1,0.143,0.143,0.286
2325,usa,2000,0,0,0,1,8,,Sean Haggerty,24,H,7,1,1,2,8,2,0,0,0,0.143,0.143,0.286
2326,usa,2000,0,0,0,1,9,,Jeff Halpern,23,H,7,1,1,2,4,-1,0,0,0,0.143,0.143,0.286
2327,usa,2000,0,0,0,1,10,,Darby Hendrickson,27,H,7,1,1,2,12,3,0,0,0,0.143,0.143,0.286
2328,usa,2000,0,0,0,1,11,,Jeff Nielsen,28,H,7,1,1,2,2,1,0,0,0,0.143,0.143,0.286
2329,usa,2000,0,0,0,1,12,,Derek Plante,29,H,7,1,1,2,4,-1,1,0,0,0.143,0.143,0.286
2330,usa,2000,0,0,0,1,13,,David Legwand,19,H,6,1,1,2,4,0,0,0,0,0.167,0.167,0.333
2331,usa,2000,0,0,0,1,14,,Eric Weinrich,33,P,7,0,2,2,4,1,0,0,0,0.000,0.286,0.286
2332,usa,2000,0,0,0,1,15,,Chris Luongo,33,P,5,1,0,1,0,0,0,0,1,0.200,0.000,0.200
2333,usa,2000,0,0,0,1,16,,Eric Boguniecki,24,H,7,0,1,1,2,2,0,0,0,0.000,0.143,0.143
2334,usa,2000,0,0,0,1,17,,Mike Mottau,22,P,7,0,1,1,0,-2,0,0,0,0.000,0.143,0.143
2335,usa,2000,0,0,0,1,18,,Chris O'Sullivan,25,P,7,0,1,1,0,0,0,0,0,0.000,0.143,0.143
2336,usa,2000,0,0,0,1,19,,Ben Clymer,22,P,7,0,0,0,4,3,0,0,0,0.000,0.000,0.000
2337,usa,2000,0,0,0,1,20,,Hal Gill,25,P,7,0,0,0,14,2,0,0,0,0.000,0.000,0.000
2338,usa,2000,0,0,0,1,21,,Damian Rhodes,30,M,5,0,0,0,0,,0,0,0,0.000,0.000,0.000
2339,usa,2000,0,0,0,1,22,,Robert Esche,22,M,2,0,0,0,0,,0,0,0,0.000,0.000,0.000
2340,usa,1999,0,0,0,1,1,,Ted Donato,30,H,6,2,6,8,6,6,1,0,2,0.333,1.000,1.333
2341,usa,1999,0,0,0,1,2,,Matt Cullen,22,H,6,1,6,7,4,5,0,0,0,0.167,1.000,1.167
2342,usa,1999,0,0,0,1,3,,Bryan Smolinski,27,H,6,3,3,6,8,3,1,0,1,0.500,0.500,1.000
2343,usa,1999,0,0,0,1,4,,David Emma,30,H,6,1,3,4,0,0,0,0,0,0.167,0.500,0.667
2344,usa,1999,0,0,0,1,5,,Tom Bissett,33,H,6,3,0,3,0,3,0,0,0,0.500,0.000,0.500
2345,usa,1999,0,0,0,1,6,,Trent Klatt,28,H,6,3,0,3,0,5,0,0,0,0.500,0.000,0.500
2346,usa,1999,0,0,0,1,7,,Mike Mottau,21,P,3,2,1,3,0,2,2,0,0,0.667,0.333,1.000
2347,usa,1999,0,0,0,1,8,,Eric Weinrich,32,P,6,1,2,3,2,2,0,0,0,0.167,0.333,0.500
2348,usa,1999,0,0,0,1,9,,Craig Johnson,27,H,6,0,3,3,0,2,0,0,0,0.000,0.500,0.500
2349,usa,1999,0,0,0,1,10,,Dan Keczmer,30,P,6,2,0,2,6,5,0,0,0,0.333,0.000,0.333
2350,usa,1999,0,0,0,1,11,,Barry Richter,28,P,6,2,0,2,0,4,0,0,0,0.333,0.000,0.333
2351,usa,1999,0,0,0,1,12,,Tom Chorske,32,H,6,1,1,2,4,3,0,0,0,0.167,0.167,0.333
2352,usa,1999,0,0,0,1,13,,Darby Hendrickson,26,H,6,0,2,2,0,3,0,0,0,0.000,0.333,0.333
2353,usa,1999,0,0,0,1,14,,David Legwand,18,H,6,0,2,2,4,0,0,0,0,0.000,0.333,0.333
2354,usa,1999,0,0,0,1,15,,Chris Tamer,28,P,6,1,0,1,8,3,0,0,0,0.167,0.000,0.167
2355,usa,1999,0,0,0,1,16,,Bret Hedican,28,P,6,0,1,1,8,5,0,0,0,0.000,0.167,0.167
2356,usa,1999,0,0,0,1,17,,Kelly Miller,36,H,6,0,1,1,2,2,0,0,0,0.000,0.167,0.167
2357,usa,1999,0,0,0,1,18,,Mike Knuble,26,H,6,0,0,0,10,1,0,0,0,0.000,0.000,0.000
2358,usa,1999,0,0,0,1,19,,Scott Lachance,26,P,6,0,0,0,4,1,0,0,0,0.000,0.000,0.000
2359,usa,1999,0,0,0,1,20,,Parris Duffus,29,M,5,0,0,0,2,,0,0,0,0.000,0.000,0.000
2360,usa,1999,0,0,0,1,21,,Jay Pandolfo,24,H,2,0,0,0,0,0,0,0,0,0.000,0.000,0.000
2361,usa,1999,0,0,0,1,22,,Tim Thomas,25,M,2,0,0,0,0,,0,0,0,0.000,0.000,0.000
2362,slovakia,2018,0,0,0,1,1,,Ladislav Nagy,38,H,7,1,9,10,4,2,0,0,0,0.143,1.286,1.429
2363,slovakia,2018,0,0,0,1,2,,Michal Kristof,24,H,7,3,3,6,2,1,2,0,0,0.429,0.429,0.857
2364,slovakia,2018,0,0,0,1,3,,Tomas Jurco,25,H,7,4,1,5,8,3,1,0,0,0.571,0.143,0.714
2365,slovakia,2018,0,0,0,1,4,,Martin Bakos,28,H,7,2,2,4,0,-4,0,0,0,0.286,0.286,0.571
2366,slovakia,2018,0,0,0,1,5,,Marek Daloga,29,P,7,2,1,3,4,3,0,1,0,0.286,0.143,0.429
2367,slovakia,2018,0,0,0,1,6,,Andrej Sekera,31,P,7,1,2,3,4,-3,1,0,0,0.143,0.286,0.429
2368,slovakia,2018,0,0,0,1,7,,David Buc,31,H,7,1,2,3,0,-1,0,0,1,0.143,0.286,0.429
2369,slovakia,2018,0,0,0,1,8,,Patrik Svitana,29,H,7,0,3,3,0,0,0,0,0,0.000,0.429,0.429
2370,slovakia,2018,0,0,0,1,9,,Michal Cajkovsky,25,P,7,1,1,2,6,0,0,1,0,0.143,0.143,0.286
2371,slovakia,2018,0,0,0,1,10,,David Bondra,25,H,7,1,1,2,0,1,0,0,0,0.143,0.143,0.286
2372,slovakia,2018,0,0,0,1,11,,Marek Hovorka,33,H,5,1,1,2,0,-5,0,0,1,0.200,0.200,0.400
2373,slovakia,2018,0,0,0,1,12,,Martin Fehervary,18,P,7,0,2,2,2,0,0,0,0,0.000,0.286,0.286
2374,slovakia,2018,0,0,0,1,13,,Marcel Hascak,31,H,7,1,0,1,4,-5,0,0,0,0.143,0.000,0.143
2375,slovakia,2018,0,0,0,1,14,,Christian Jaros,22,P,7,1,0,1,0,0,0,0,1,0.143,0.000,0.143
2376,slovakia,2018,0,0,0,1,15,,Mario Grman,21,P,5,0,1,1,2,2,0,0,0,0.000,0.200,0.200
2377,slovakia,2018,0,0,0,1,16,,Dominik Granak,34,P,7,0,0,0,2,-2,0,0,0,0.000,0.000,0.000
2378,slovakia,2018,0,0,0,1,17,,Tomas Marcinko,30,H,7,0,0,0,6,-4,0,0,0,0.000,0.000,0.000
2379,slovakia,2018,0,0,0,1,18,,Lukas Cingel,25,H,7,0,0,0,0,-2,0,0,0,0.000,0.000,0.000
2380,slovakia,2018,0,0,0,1,19,,Adam Janosik,25,P,7,0,0,0,0,-2,0,0,0,0.000,0.000,0.000
2381,slovakia,2018,0,0,0,1,20,,Andrej Kudrna,26,H,5,0,0,0,0,0,0,0,0,0.000,0.000,0.000
2382,slovakia,2018,0,0,0,1,21,,Marek Ciliak,28,M,5,0,0,0,0,,0,0,0,0.000,0.000,0.000
2383,slovakia,2018,0,0,0,1,22,,Patrik Rybar,24,M,3,0,0,0,0,,0,0,0,0.000,0.000,0.000
2384,slovakia,2018,0,0,0,1,23,,Juraj Mikus,31,H,2,0,0,0,0,0,0,0,0,0.000,0.000,0.000
2385,slovakia,2018,0,0,0,1,24,,Pavol Skalicky,22,H,2,0,0,0,0,-1,0,0,0,0.000,0.000,0.000
2386,slovakia,2017,0,0,0,1,1,,Michel Miklik,34,H,7,3,2,5,4,-2,2,0,0,0.429,0.286,0.714
2387,slovakia,2017,0,0,0,1,2,,Vladimir Dravecky,32,H,7,0,4,4,2,-6,0,0,0,0.000,0.571,0.571
2388,slovakia,2017,0,0,0,1,3,,Libor Hudacek,26,H,7,2,1,3,6,-2,0,0,0,0.286,0.143,0.429
2389,slovakia,2017,0,0,0,1,4,,Peter Ceresnak,24,P,7,1,2,3,4,-1,0,0,1,0.143,0.286,0.429
2390,slovakia,2017,0,0,0,1,5,,Marcel Hascak,30,H,7,0,3,3,0,-2,0,0,0,0.000,0.429,0.429
2391,slovakia,2017,0,0,0,1,6,,Martin Gernat,24,P,7,2,0,2,6,-2,0,0,0,0.286,0.000,0.286
2392,slovakia,2017,0,0,0,1,7,,Tomas Matousek,24,H,5,2,0,2,25,0,0,0,0,0.400,0.000,0.400
2393,slovakia,2017,0,0,0,1,8,,Mario Bliznak,30,H,7,1,1,2,0,-3,1,0,0,0.143,0.143,0.286
2394,slovakia,2017,0,0,0,1,9,,Tomas Zigo,25,H,6,0,2,2,4,-3,0,0,0,0.000,0.333,0.333
2395,slovakia,2017,0,0,0,1,10,,Andrej Kudrna,25,H,7,1,0,1,0,-1,0,0,0,0.143,0.000,0.143
2396,slovakia,2017,0,0,0,1,11,,Michal Sersen,31,P,7,0,1,1,4,-4,0,0,0,0.000,0.143,0.143
2397,slovakia,2017,0,0,0,1,12,,Lukas Cingel,24,H,7,0,1,1,2,-2,0,0,0,0.000,0.143,0.143
2398,slovakia,2017,0,0,0,1,13,,Michal Cajkovsky,24,P,7,0,1,1,0,-6,0,0,0,0.000,0.143,0.143
2399,slovakia,2017,0,0,0,1,14,,Pavol Skalicky,21,H,7,0,1,1,0,-1,0,0,0,0.000,0.143,0.143
2400,slovakia,2017,0,0,0,1,15,,Eduard Sedivy,25,P,7,0,1,1,0,-3,0,0,0,0.000,0.143,0.143
2401,slovakia,2017,0,0,0,1,16,,Adam Janosik,24,P,6,0,1,1,0,-2,0,0,0,0.000,0.167,0.167
2402,slovakia,2017,0,0,0,1,17,,David Skokan,28,H,3,0,1,1,0,-2,0,0,0,0.000,0.333,0.333
2403,slovakia,2017,0,0,0,1,18,,Juraj Mikus,28,P,7,0,0,0,10,1,0,0,0,0.000,0.000,0.000
2404,slovakia,2017,0,0,0,1,19,,Andrei Stastny,26,H,6,0,0,0,2,-3,0,0,0,0.000,0.000,0.000
2405,slovakia,2017,0,0,0,1,20,,Julius Hudacek,28,M,6,0,0,0,0,,0,0,0,0.000,0.000,0.000
2406,slovakia,2017,0,0,0,1,21,,Peter Trska,24,P,6,0,0,0,8,-5,0,0,0,0.000,0.000,0.000
2407,slovakia,2017,0,0,0,1,22,,Tomas Hrnka,25,H,6,0,0,0,0,-3,0,0,0,0.000,0.000,0.000
2408,slovakia,2017,0,0,0,1,23,,Jakub Suja,28,H,4,0,0,0,0,0,0,0,0,0.000,0.000,0.000
2409,slovakia,2017,0,0,0,1,24,,Jan Laco,35,M,1,0,0,0,0,,0,0,0,0.000,0.000,0.000
2410,slovakia,2017,0,0,0,1,25,,Jaroslav Janus,27,M,1,0,0,0,0,,0,0,0,0.000,0.000,0.000
2411,slovakia,2016,0,0,0,1,1,,Tomas Jurco,23,H,7,2,3,5,0,-1,0,0,1,0.286,0.429,0.714
2412,slovakia,2016,0,0,0,1,2,,Andrej Sekera,29,P,7,3,1,4,6,2,1,0,0,0.429,0.143,0.571
2413,slovakia,2016,0,0,0,1,3,,Marek Viedensky,25,H,6,0,4,4,0,3,0,0,0,0.000,0.667,0.667
2414,slovakia,2016,0,0,0,1,4,,Dominik Granak,32,P,7,1,2,3,4,0,0,0,1,0.143,0.286,0.429
2415,slovakia,2016,0,0,0,1,5,,Libor Hudacek,25,H,7,1,2,3,6,2,0,0,0,0.143,0.286,0.429
2416,slovakia,2016,0,0,0,1,6,,Christian Jaros,20,P,5,2,0,2,10,-1,0,0,0,0.400,0.000,0.400
2417,slovakia,2016,0,0,0,1,7,,Tomas Marcinko,28,H,7,1,1,2,2,-6,0,0,0,0.143,0.143,0.286
2418,slovakia,2016,0,0,0,1,8,,Patrik Lusnak,27,H,7,1,1,2,0,1,0,0,0,0.143,0.143,0.286
2419,slovakia,2016,0,0,0,1,9,,Marko Dano,21,H,6,1,1,2,8,-3,0,0,1,0.167,0.167,0.333
2420,slovakia,2016,0,0,0,1,10,,Andrej Meszaros,30,P,7,0,2,2,4,-5,0,0,0,0.000,0.286,0.286
2421,slovakia,2016,0,0,0,1,11,,Vladimir Dravecky,31,H,7,0,2,2,4,-4,0,0,0,0.000,0.286,0.286
2422,slovakia,2016,0,0,0,1,12,,Juraj Mikus,27,P,7,0,2,2,2,1,0,0,0,0.000,0.286,0.286
2423,slovakia,2016,0,0,0,1,13,,Ivan Svarny,31,P,7,0,2,2,2,-4,0,0,0,0.000,0.286,0.286
2424,slovakia,2016,0,0,0,1,14,,Martin Marincin,24,P,7,0,2,2,4,3,0,0,0,0.000,0.286,0.286
2425,slovakia,2016,0,0,0,1,15,,Martin Bakos,26,H,7,1,0,1,0,-3,1,0,0,0.143,0.000,0.143
2426,slovakia,2016,0,0,0,1,16,,Peter Cehlarik,20,H,5,1,0,1,2,2,0,0,0,0.200,0.000,0.200
2427,slovakia,2016,0,0,0,1,17,,Pavol Skalicky,20,H,4,1,0,1,0,-1,0,0,0,0.250,0.000,0.250
2428,slovakia,2016,0,0,0,1,18,,Martin Reway,21,H,7,0,1,1,0,-5,0,0,0,0.000,0.143,0.143
2429,slovakia,2016,0,0,0,1,19,,Marek Bartanus,29,H,7,0,1,1,0,-1,0,0,0,0.000,0.143,0.143
2430,slovakia,2016,0,0,0,1,20,,Michal Sersen,30,P,4,0,1,1,2,-2,0,0,0,0.000,0.250,0.250
2431,slovakia,2016,0,0,0,1,21,,Tomas Hrnka,24,H,3,0,1,1,2,1,0,0,0,0.000,0.333,0.333
2432,slovakia,2016,0,0,0,1,22,,Julius Hudacek,27,M,6,0,0,0,2,,0,0,0,0.000,0.000,0.000
2433,slovakia,2016,0,0,0,1,23,,Andrei Stastny,25,H,4,0,0,0,4,0,0,0,0,0.000,0.000,0.000
2434,slovakia,2016,0,0,0,1,24,,Branislav Konrad,28,M,2,0,0,0,0,,0,0,0,0.000,0.000,0.000
2435,slovakia,2015,0,0,0,1,1,,Marian Gaborik,33,H,7,4,2,6,8,0,1,0,1,0.571,0.286,0.857
2436,slovakia,2015,0,0,0,1,2,,Vladimir Dravecky,30,H,7,1,5,6,0,3,0,0,0,0.143,0.714,0.857
2437,slovakia,2015,0,0,0,1,3,,Libor Hudacek,24,H,7,0,5,5,4,1,0,0,0,0.000,0.714,0.714
2438,slovakia,2015,0,0,0,1,4,,Andrej Meszaros,29,P,7,3,1,4,27,4,1,0,1,0.429,0.143,0.571
2439,slovakia,2015,0,0,0,1,5,,Tomas Surovy,33,H,7,1,2,3,4,0,1,0,0,0.143,0.286,0.429
2440,slovakia,2015,0,0,0,1,6,,Dominik Granak,31,P,7,1,1,2,4,2,0,0,0,0.143,0.143,0.286
2441,slovakia,2015,0,0,0,1,7,,Michal Sersen,29,P,7,1,1,2,2,-1,1,0,0,0.143,0.143,0.286
2442,slovakia,2015,0,0,0,1,8,,Marek Daloga,26,P,7,1,1,2,2,-3,0,0,0,0.143,0.143,0.286
2443,slovakia,2015,0,0,0,1,9,,Tomas Kopecky,33,H,6,1,1,2,0,1,0,0,0,0.167,0.167,0.333
2444,slovakia,2015,0,0,0,1,10,,Richard Panik,24,H,7,0,2,2,2,-2,0,0,0,0.000,0.286,0.286
2445,slovakia,2015,0,0,0,1,11,,Tomas Tatar,24,H,6,0,2,2,6,-1,0,0,0,0.000,0.333,0.333
2446,slovakia,2015,0,0,0,1,12,,Milan Bartovic,34,H,7,1,0,1,16,0,0,0,0,0.143,0.000,0.143
2447,slovakia,2015,0,0,0,1,13,,Marek Viedensky,24,H,7,1,0,1,6,0,0,0,0,0.143,0.000,0.143
2448,slovakia,2015,0,0,0,1,14,,Adam Janosik,22,P,6,1,0,1,0,-2,0,0,0,0.167,0.000,0.167
2449,slovakia,2015,0,0,0,1,15,,Marko Dano,20,H,5,1,0,1,2,0,0,0,1,0.200,0.000,0.200
2450,slovakia,2015,0,0,0,1,16,,Jan Laco,33,M,6,0,1,1,0,,0,0,0,0.000,0.167,0.167
2451,slovakia,2015,0,0,0,1,17,,Juraj Mikus,26,P,6,0,1,1,2,-4,0,0,0,0.000,0.167,0.167
2452,slovakia,2015,0,0,0,1,18,,Patrik Lusnak,26,H,6,0,1,1,0,2,0,0,0,0.000,0.167,0.167
2453,slovakia,2015,0,0,0,1,19,,Tomas Jurco,22,H,5,0,1,1,0,0,0,0,0,0.000,0.200,0.200
2454,slovakia,2015,0,0,0,1,20,,Milan Jurcina,31,P,7,0,0,0,4,0,0,0,0,0.000,0.000,0.000
2455,slovakia,2015,0,0,0,1,21,,Mario Bliznak,28,H,7,0,0,0,2,-3,0,0,0,0.000,0.000,0.000
2456,slovakia,2015,0,0,0,1,22,,Michel Miklik,32,H,5,0,0,0,0,-2,0,0,0,0.000,0.000,0.000
2457,slovakia,2015,0,0,0,1,23,,Ivan Baranka,29,P,3,0,0,0,4,0,0,0,0,0.000,0.000,0.000
2458,slovakia,2015,0,0,0,1,24,,Julius Hudacek,26,M,2,0,0,0,0,,0,0,0,0.000,0.000,0.000
2459,slovakia,2014,0,0,0,1,1,,Michel Miklik,31,H,7,4,7,11,0,5,0,2,0,0.571,1.000,1.571
2460,slovakia,2014,0,0,0,1,2,,Tomas Tatar,23,H,7,4,4,8,6,5,1,0,0,0.571,0.571,1.143
2461,slovakia,2014,0,0,0,1,3,,Ladislav Nagy,34,H,7,4,0,4,6,1,1,0,1,0.571,0.000,0.571
2462,slovakia,2014,0,0,0,1,4,,Marek Viedensky,23,H,7,3,1,4,4,-1,1,1,0,0.429,0.143,0.571
2463,slovakia,2014,0,0,0,1,5,,Marek Daloga,25,P,7,1,3,4,4,1,0,0,0,0.143,0.429,0.571
2464,slovakia,2014,0,0,0,1,6,,Miroslav Satan,39,H,7,1,2,3,4,1,0,1,0,0.143,0.286,0.429
2465,slovakia,2014,0,0,0,1,7,,Juraj Mikus,27,H,7,1,2,3,8,5,0,0,0,0.143,0.286,0.429
2466,slovakia,2014,0,0,0,1,8,,Karol Sloboda,30,P,7,1,2,3,6,3,0,1,0,0.143,0.286,0.429
2467,slovakia,2014,0,0,0,1,9,,Martin Reway,19,H,7,0,3,3,2,0,0,0,0,0.000,0.429,0.429
2468,slovakia,2014,0,0,0,1,10,,Juraj Valach,25,P,7,0,3,3,4,0,0,0,0,0.000,0.429,0.429
2469,slovakia,2014,0,0,0,1,11,,Martin Marincin,22,P,7,1,1,2,12,1,0,0,0,0.143,0.143,0.286
2470,slovakia,2014,0,0,0,1,12,,Jan Laco,32,M,7,0,1,1,0,,0,0,0,0.000,0.143,0.143
2471,slovakia,2014,0,0,0,1,13,,Ivan Svarny,29,P,7,0,0,0,2,1,0,0,0,0.000,0.000,0.000
2472,slovakia,2014,0,0,0,1,14,,Richard Panik,23,H,7,0,0,0,2,-5,0,0,0,0.000,0.000,0.000
2473,slovakia,2014,0,0,0,1,15,,Peter Ceresnak,21,P,7,0,0,0,2,-2,0,0,0,0.000,0.000,0.000
2474,slovakia,2014,0,0,0,1,16,,David Skokan,25,H,7,0,0,0,4,-1,0,0,0,0.000,0.000,0.000
2475,slovakia,2014,0,0,0,1,17,,Andrei Stastny,23,H,6,0,0,0,2,-3,0,0,0,0.000,0.000,0.000
2476,slovakia,2014,0,0,0,1,18,,Tomas Marcinko,26,H,6,0,0,0,6,0,0,0,0,0.000,0.000,0.000
2477,slovakia,2014,0,0,0,1,19,,Marek Hrivik,22,H,6,0,0,0,0,0,0,0,0,0.000,0.000,0.000
2478,slovakia,2014,0,0,0,1,20,,Jan Brejcak,24,P,6,0,0,0,4,1,0,0,0,0.000,0.000,0.000
2479,slovakia,2014,0,0,0,1,21,,Radoslav Tybor,24,H,4,0,0,0,2,-1,0,0,0,0.000,0.000,0.000
2480,slovakia,2014,0,0,0,1,22,,Marcel Hascak,27,H,3,0,0,0,2,0,0,0,0,0.000,0.000,0.000
2481,slovakia,2014,0,0,0,1,23,,Vladimir Mihalik,27,P,2,0,0,0,0,-2,0,0,0,0.000,0.000,0.000
2482,slovakia,2014,0,0,0,1,24,,Jaroslav Janus,24,M,1,0,0,0,0,,0,0,0,0.000,0.000,0.000
2483,slovakia,2013,0,0,0,1,1,,Roman Kukumberg,33,H,8,0,7,7,0,1,0,0,0,0.000,0.875,0.875
2484,slovakia,2013,0,0,0,1,2,,Tomas Zaborsky,25,H,8,4,2,6,4,1,0,0,2,0.500,0.250,0.750
2485,slovakia,2013,0,0,0,1,3,,Branko Radivojevic,32,H,8,3,2,5,2,2,1,1,0,0.375,0.250,0.625
2486,slovakia,2013,0,0,0,1,4,,Tomas Surovy,31,H,8,3,1,4,0,4,0,0,0,0.375,0.125,0.500
2487,slovakia,2013,0,0,0,1,5,,Michel Miklik,30,H,8,2,2,4,2,1,0,0,0,0.250,0.250,0.500
2488,slovakia,2013,0,0,0,1,6,,Branislav Mezei,32,P,7,0,4,4,6,4,0,0,0,0.000,0.571,0.571
2489,slovakia,2013,0,0,0,1,7,,Miroslav Satan,38,H,8,1,2,3,2,0,1,0,0,0.125,0.250,0.375
2490,slovakia,2013,0,0,0,1,8,,Libor Hudacek,22,H,8,1,2,3,4,-1,0,0,0,0.125,0.250,0.375
2491,slovakia,2013,0,0,0,1,9,,Rene Vydareny,31,P,8,2,0,2,0,1,2,0,0,0.250,0.000,0.250
2492,slovakia,2013,0,0,0,1,10,,Andrej Sekera,26,P,8,1,1,2,2,0,0,0,0,0.125,0.125,0.250
2493,slovakia,2013,0,0,0,1,11,,Mario Bliznak,26,H,8,1,1,2,6,-4,0,0,0,0.125,0.125,0.250
2494,slovakia,2013,0,0,0,1,12,,Marko Dano,18,H,5,1,1,2,4,-1,0,0,0,0.200,0.200,0.400
2495,slovakia,2013,0,0,0,1,13,,Milan Jurcina,29,P,8,0,2,2,6,1,0,0,0,0.000,0.250,0.250
2496,slovakia,2013,0,0,0,1,14,,Tomas Kopecky,31,H,8,0,2,2,6,2,0,0,0,0.000,0.250,0.250
2497,slovakia,2013,0,0,0,1,15,,Michal Sersen,27,P,8,0,2,2,6,1,0,0,0,0.000,0.250,0.250
2498,slovakia,2013,0,0,0,1,16,,Peter Olvecky,27,H,8,1,0,1,4,1,0,0,0,0.125,0.000,0.125
2499,slovakia,2013,0,0,0,1,17,,Martin Bartek,32,H,8,1,0,1,0,0,0,0,1,0.125,0.000,0.125
2500,slovakia,2013,0,0,0,1,18,,Vladimir Mihalik,26,P,8,0,1,1,4,-5,0,0,0,0.000,0.125,0.125
2501,slovakia,2013,0,0,0,1,19,,Marek Daloga,24,P,4,0,1,1,0,-1,0,0,0,0.000,0.250,0.250
2502,slovakia,2013,0,0,0,1,20,,Rastislav Stana,33,M,7,0,0,0,0,,0,0,0,0.000,0.000,0.000
2503,slovakia,2013,0,0,0,1,21,,Jozef Stumpel,40,H,4,0,0,0,2,-1,0,0,0,0.000,0.000,0.000
2504,slovakia,2013,0,0,0,1,22,,Ivan Svarny,28,P,4,0,0,0,4,1,0,0,0,0.000,0.000,0.000
2505,slovakia,2013,0,0,0,1,23,,Marcel Hascak,26,H,4,0,0,0,2,-3,0,0,0,0.000,0.000,0.000
2506,slovakia,2013,0,0,0,1,24,,Jaroslav Janus,23,M,2,0,0,0,0,,0,0,0,0.000,0.000,0.000
2507,slovakia,2012,0,1,0,0,1,,Andrej Sekera,25,P,10,2,7,9,6,4,0,0,1,0.200,0.700,0.900
2508,slovakia,2012,0,1,0,0,2,,Branko Radivojevic,31,H,10,4,4,8,2,5,1,0,2,0.400,0.400,0.800
2509,slovakia,2012,0,1,0,0,3,,Michal Handzu,35,H,8,2,5,7,0,3,2,0,1,0.250,0.625,0.875
2510,slovakia,2012,0,1,0,0,4,,Tomas Kopecky,30,H,10,5,1,6,4,6,1,0,1,0.500,0.100,0.600
2511,slovakia,2012,0,1,0,0,5,,Miroslav Satan,37,H,10,4,2,6,4,0,0,1,1,0.400,0.200,0.600
2512,slovakia,2012,0,1,0,0,6,,Tomas Tatar,21,H,10,2,3,5,0,1,0,0,1,0.200,0.300,0.500
